date,platform,post_type,likes,shares,comments,views
2023-03-08,Facebook,text,458,627,209,4284
2023-03-01,Twitter,video,2179,412,218,9145
2023-02-20,Twitter,video,1274,583,455,9624
2023-01-15,Facebook,text,1500,510,358,5540
2023-10-13,Instagram,video,480,494,320,8670
2023-04-13,Facebook,text,1448,539,251,8475
2022-10-22,Facebook,text,953,853,377,4887
2023-04-22,Twitter,video,492,459,157,7761
2023-09-15,Instagram,image,746,824,235,6198
2023-01-18,Twitter,text,429,801,331,8081
2022-10-22,Twitter,text,1312,590,165,9324
2023-05-07,Facebook,image,1972,497,460,5675
2023-09-26,Twitter,video,631,417,330,5768
2023-03-04,Facebook,image,759,670,406,7905
2022-12-03,Twitter,text,1385,579,134,7552
2022-12-31,Facebook,image,1580,150,232,7671
2023-03-12,Facebook,image,2139,893,245,9948
2022-11-06,Facebook,video,1215,308,474,8671
2023-09-16,Facebook,text,1186,755,143,6745
2022-11-12,Instagram,image,1840,541,180,6885
2022-10-22,Instagram,text,550,337,137,7455
2023-07-24,Instagram,image,669,417,138,9234
2022-10-24,Instagram,image,1049,456,203,4673
2022-10-27,Facebook,image,1496,571,353,8760
2023-04-20,Instagram,image,1167,430,328,7505
2022-12-08,Instagram,image,414,755,380,7846
2023-01-19,Facebook,text,809,721,452,6205
2022-11-15,Facebook,text,466,686,463,4594
2023-08-21,Instagram,image,2161,873,379,7107
2022-10-19,Facebook,video,1461,359,241,5644
2023-09-05,Facebook,video,964,731,473,6148
2023-09-11,Facebook,image,596,486,248,4861
2023-03-25,Instagram,video,1734,592,210,4616
2023-01-21,Instagram,image,487,326,450,6937
2023-01-13,Twitter,video,780,101,NaN,7924
2022-11-12,Instagram,image,1519,469,354,4050
2022-12-19,Instagram,video,829,636,336,6488
2022-11-14,Twitter,video,1783,543,255,6413
2023-02-28,Instagram,image,1389,704,460,7818
2022-12-04,Twitter,video,1374,880,285,7079
2023-02-25,Twitter,image,628,715,205,9206
2023-06-13,Twitter,text,1903,240,291,4496
2023-03-23,Facebook,text,1406,259,318,8219
2022-12-24,Instagram,image,558,472,117,4996
2023-09-26,Instagram,text,2124,840,193,8525
2023-07-15,Twitter,image,647,459,411,6458
2023-08-17,Twitter,image,974,421,185,7950
2023-09-17,Instagram,image,508,684,124,5572
2022-10-23,Facebook,image,502,898,129,6521
2023-05-20,Twitter,image,1361,886,115,5382
2023-02-13,Twitter,image,1429,355,152,5902
2023-02-13,Twitter,image,1435,414,446,5657
2023-05-21,Facebook,video,951,447,493,6737
2022-12-19,Facebook,video,1134,343,147,4431
2022-11-08,Instagram,image,1220,534,301,6609
2023-08-13,Facebook,image,780,719,371,5926
2023-06-15,Instagram,image,699,577,287,7445
2023-01-02,Facebook,image,1056,459,176,4877
2023-08-28,Twitter,image,1981,322,411,6089
2023-06-23,Facebook,video,1809,589,174,5728
2022-12-22,Twitter,image,1113,193,141,6422
2022-10-20,Twitter,text,1811,642,413,7738
2023-03-17,Instagram,text,1350,489,463,6644
2022-12-30,Twitter,image,1230,715,173,5757
2023-10-10,Facebook,text,1630,822,454,7798
2022-11-29,Instagram,image,410,186,359,6355
2022-11-07,Instagram,video,1521,370,217,4948
2023-08-17,Facebook,video,1630,507,143,4102
2023-10-12,Instagram,image,2145,680,432,6388
2023-01-17,Instagram,video,544,109,268,8871
2023-08-02,Facebook,text,1628,836,406,9096
2023-07-12,Facebook,image,607,370,137,5838
2022-10-22,Twitter,text,808,162,334,4028
2022-12-07,Facebook,image,1738,654,327,5755
2023-04-25,Twitter,image,2012,293,379,6097
2023-06-30,Facebook,text,1800,671,490,8179
2023-01-18,Twitter,image,1153,279,108,6087
2023-02-15,Twitter,image,1934,352,489,7446
2023-08-29,Facebook,text,426,789,349,7018
2022-11-12,Facebook,image,1436,835,264,6689
2023-10-05,Twitter,video,553,881,392,6880
2023-04-30,Facebook,video,559,410,135,9669
2023-04-02,Facebook,text,1189,195,113,8880
2023-09-05,Twitter,image,421,791,291,4230
2023-03-09,Instagram,image,1298,455,175,7994
2023-07-19,Instagram,text,1601,119,284,6443
2023-01-25,Instagram,video,886,464,426,4261
2022-12-29,Facebook,video,1485,770,323,7856
2023-03-30,Facebook,image,1713,891,140,9036
2022-12-21,Instagram,video,1036,783,483,7442
2023-02-22,Twitter,video,1294,298,149,7360
2023-06-22,Instagram,text,1578,166,358,6253
2022-12-05,Instagram,image,1067,355,372,8735
2023-08-20,Instagram,video,2154,627,164,4921
2022-12-09,Twitter,image,1094,613,115,4716
2022-11-04,Facebook,text,495,634,403,9970
2023-09-30,Facebook,video,1511,251,217,8171
2022-11-05,Facebook,image,2084,548,448,8178
2023-04-01,Facebook,video,808,767,151,6591
2023-07-22,Instagram,text,770,645,123,4381
2023-03-29,Instagram,text,875,437,410,9143
2022-11-11,Facebook,image,580,490,322,4267
2022-12-22,Instagram,text,1523,258,402,6321
2023-01-09,Facebook,image,1064,545,262,8977
2023-03-15,Facebook,image,1642,251,225,9218
2023-09-23,Facebook,text,1738,509,387,7221
2023-05-04,Facebook,text,645,464,359,5730
2022-10-14,Facebook,text,829,286,480,4131
2023-10-05,Facebook,image,1179,893,396,7261
2023-03-06,Facebook,text,2110,226,454,8535
2023-05-11,Instagram,text,1785,787,184,7342
2022-11-04,Twitter,video,691,388,284,6791
2023-07-27,Facebook,video,1425,287,275,9698
2023-02-13,Instagram,video,1299,459,289,7951
2023-07-16,Instagram,image,803,466,247,4347
2023-08-01,Twitter,image,1580,757,255,9384
2023-01-21,Instagram,text,1551,413,141,4074
2023-09-02,Facebook,text,1516,708,397,6860
2023-07-30,Facebook,text,2015,861,347,6393
2023-05-19,Instagram,image,670,196,211,6948
2022-10-21,Instagram,image,1121,763,189,4064
2023-06-25,Facebook,text,1965,542,147,8241
2022-12-19,Facebook,video,1792,660,184,9614
2023-07-21,Twitter,text,749,626,123,4056
2023-04-12,Facebook,video,1668,727,263,8392
2023-03-09,Facebook,text,1638,688,434,6427
2022-10-16,Twitter,text,1207,367,132,5559
2022-11-02,Instagram,image,1435,546,325,8579
2023-01-04,Facebook,text,1928,823,307,5465
2022-12-22,Facebook,video,1099,715,484,4521
2023-02-09,Twitter,video,920,679,291,7862
2023-04-28,Instagram,video,2106,740,429,9828
2023-02-21,Facebook,image,1178,441,384,5487
2023-03-12,Twitter,text,412,249,107,8118
2022-10-31,Twitter,text,579,308,230,6120
2023-05-25,Twitter,image,1843,543,338,5217
2023-09-04,Facebook,text,923,477,481,9104
2023-05-23,Twitter,text,757,278,494,5244
2023-08-09,Facebook,image,1658,804,189,4818
2022-11-22,Twitter,image,717,875,228,4388
2023-01-02,Facebook,text,936,601,297,9818
2023-06-24,Twitter,video,1133,436,243,6104
2023-10-09,Instagram,text,405,126,471,9830
2023-09-04,Twitter,image,1788,223,164,5406
2023-03-03,Twitter,video,1777,872,497,8424
2023-06-05,Twitter,video,1707,345,380,8604
2023-02-17,Facebook,text,1433,478,343,5355
2023-01-25,Instagram,video,1951,486,399,4482
2022-10-14,Facebook,video,627,812,385,8691
2023-04-22,Instagram,video,522,332,421,7520
2023-10-05,Instagram,video,1378,133,174,7304
2023-05-07,Instagram,video,843,467,231,8800
2023-02-20,Instagram,text,2175,225,237,8741
2023-08-19,Twitter,text,980,448,481,9684
2023-06-06,Facebook,image,1907,163,480,4306
2023-09-09,Instagram,text,916,500,498,4075
2023-09-10,Facebook,text,1503,820,314,7144
2023-03-17,Facebook,text,2197,611,218,8094
2023-09-07,Instagram,text,1751,753,299,6254
2023-06-19,Twitter,image,2030,423,374,8549
2023-02-16,Twitter,image,2018,127,254,6328
2022-12-06,Facebook,image,650,247,247,8841
2023-06-19,Facebook,video,1584,425,151,7139
2023-10-13,Twitter,image,496,326,126,6376
2023-02-03,Facebook,video,NaN,115,226,8128
2022-12-20,Instagram,video,489,522,446,9614
2023-02-20,Instagram,video,876,509,312,5921
2023-03-09,Facebook,image,1575,167,421,9374
2023-04-09,Instagram,text,1080,259,366,6767
2022-10-19,Facebook,text,1435,194,478,4387
2023-03-27,Twitter,text,1503,183,494,9989
2023-07-31,Twitter,image,2080,376,468,7792
2022-12-09,Twitter,video,1852,296,144,6617
2023-07-11,Facebook,image,1757,524,382,9865
2023-05-31,Twitter,image,1595,869,331,9376
2023-05-25,Facebook,video,701,345,328,6221
2023-09-01,Facebook,text,null,404,467,9055
2023-01-15,Twitter,video,1251,260,322,9724
2022-10-25,Twitter,text,1877,403,150,9291
2022-11-03,Facebook,video,1921,577,374,4956
2023-05-12,Facebook,text,462,833,163,6118
2023-04-04,Twitter,image,583,218,127,4699
2023-05-01,Facebook,text,1661,647,385,4177
2023-01-02,Facebook,text,1795,512,146,7880
2023-04-13,Instagram,image,1726,116,213,8265
2023-10-10,Twitter,video,738,324,150,4225
2023-08-31,Twitter,video,1975,385,290,4209
2023-01-04,Instagram,video,854,426,270,6019
2023-04-06,Instagram,video,1590,887,225,8061
2022-12-02,Twitter,video,867,343,331,5152
2023-06-05,Facebook,video,601,595,138,5447
2022-10-26,Facebook,video,1852,684,185,6223
2022-10-27,Instagram,video,881,350,217,8945
2022-10-30,Twitter,video,1640,651,304,8268
2022-10-18,Twitter,image,1184,348,500,4221
2023-03-02,Twitter,text,2118,334,418,7951
2023-09-02,Twitter,image,702,185,229,7824
2023-03-18,Instagram,image,1279,230,344,7855
2023-03-15,Twitter,text,996,612,365,4894
2023-01-18,Instagram,text,1862,803,224,8919
2022-12-21,Instagram,image,1323,509,208,7568
2023-05-04,Twitter,text,815,820,179,7674
2023-04-01,Twitter,video,1445,205,171,9511
2022-11-30,Twitter,image,1910,530,431,4818
2023-10-03,Twitter,video,1562,323,194,4291
2023-07-09,Twitter,video,808,440,248,8990
2023-06-22,Twitter,video,1456,437,224,9989
2022-11-25,Instagram,video,2045,482,109,8918
2023-01-22,Instagram,video,528,860,192,6298
2023-01-24,Instagram,image,416,331,156,6552
2023-07-04,Instagram,text,985,275,266,8175
2023-10-13,Twitter,text,2016,505,268,4469
2023-06-26,Facebook,image,1154,171,108,9577
2023-05-25,Facebook,image,539,833,298,7247
2022-12-04,Twitter,text,1508,101,151,6543
2023-06-21,Instagram,text,1650,281,382,6975
2023-01-10,Twitter,video,528,625,266,8356
2023-03-03,Twitter,video,1466,337,309,6508
2023-10-03,Instagram,video,1609,318,310,4043
2022-11-04,Facebook,video,751,893,415,4968
2022-12-16,Twitter,video,738,382,207,6090
2023-08-14,Facebook,text,1838,677,490,9623
2023-08-11,Twitter,image,1516,809,377,5499
2023-05-21,Instagram,text,1396,570,118,4282
2023-05-18,Facebook,text,1561,378,263,7533
2023-09-25,Instagram,video,559,524,338,6201
2023-05-31,Facebook,text,2001,220,393,4003
2023-10-01,Facebook,video,1387,299,342,7145
2023-06-05,Facebook,image,1194,619,434,5784
2023-04-23,Facebook,text,1366,495,415,6657
2023-09-17,Twitter,video,1625,318,453,4198
2022-10-30,Instagram,image,1247,156,142,5743
2023-07-05,Twitter,video,1604,813,353,6526
2022-12-28,Facebook,video,697,187,154,4666
2023-05-25,Instagram,text,1849,313,176,8975
2023-02-21,Instagram,text,1066,481,157,4423
2022-11-11,Twitter,image,1845,192,382,4115
2023-07-20,Instagram,image,1406,833,391,5570
2023-02-21,Twitter,text,565,824,422,9195
2023-10-13,Facebook,image,2053,793,489,9140
2022-11-22,Facebook,image,1701,719,467,7982
2023-05-03,Facebook,text,1635,149,357,5346
2023-09-11,Twitter,image,2162,854,289,8143
2023-09-29,Instagram,video,1073,380,277,5219
2023-02-04,Facebook,video,1426,380,430,8287
2023-07-18,Twitter,video,1458,681,371,5432
2023-08-13,Twitter,text,1989,499,285,6428
2023-04-22,Instagram,text,995,246,366,4237
2023-08-06,Facebook,image,1547,818,370,8768
2023-09-07,Facebook,video,959,398,483,9915
2022-11-30,Facebook,image,1156,395,455,6757
2023-06-25,Instagram,text,1627,436,261,8491
2022-11-17,Instagram,video,1728,844,377,6945
2023-05-01,Twitter,image,2089,735,423,9541
2023-04-05,Facebook,image,673,812,111,5974
2023-10-11,Twitter,video,1022,697,181,8644
2023-09-26,Twitter,image,426,101,465,9380
2023-01-07,Facebook,video,695,153,237,7240
2022-10-15,Twitter,image,1849,507,185,5816
2023-07-14,Twitter,text,737,335,385,6699
2023-06-24,Instagram,image,471,425,350,6945
2023-10-11,Twitter,image,775,373,353,9050
2023-07-04,Instagram,video,800,479,267,7213
2023-05-14,Twitter,video,1555,248,464,7302
2023-09-26,Facebook,video,1748,732,132,7555
2022-12-23,Twitter,video,1108,221,172,9336
2023-08-03,Instagram,text,2138,302,491,6764
2023-08-25,Facebook,image,944,217,484,7092
2023-08-04,Facebook,video,1549,666,284,4558
2023-04-04,Facebook,video,986,869,162,6127
2023-02-07,Instagram,image,1517,540,486,9797
2022-10-27,Twitter,video,752,293,235,6609
2023-07-07,Twitter,text,707,783,420,9287
2023-10-03,Facebook,image,871,562,243,4592
2023-07-28,Twitter,video,1231,130,155,5883
2023-08-08,Twitter,image,1338,372,232,4552
2023-01-14,Twitter,video,1400,456,320,7624
2023-06-28,Twitter,text,679,127,431,7238
2023-04-04,Twitter,image,793,762,460,9883
2023-06-07,Twitter,image,1928,826,142,5379
2023-01-03,Twitter,image,1376,540,482,9878
2023-08-14,Twitter,video,1099,151,330,5682
2023-01-07,Instagram,image,2112,259,362,6073
2023-06-11,Twitter,image,654,122,313,8736
2023-03-15,Twitter,image,556,856,433,8640
2022-11-09,Facebook,video,457,319,492,4349
2023-10-01,Instagram,text,698,893,280,5836
2022-12-13,Twitter,text,1158,779,260,7984
2023-09-14,Facebook,text,1014,898,425,8844
2023-06-03,Instagram,video,639,300,180,NaN
2023-02-09,Twitter,text,634,860,405,6299
2023-06-30,Facebook,video,1291,324,335,5435
2022-11-22,Twitter,image,1922,307,149,7533
2022-11-17,Facebook,text,832,213,482,9172
2022-12-26,Instagram,text,1209,129,341,4532
2023-06-05,Instagram,image,1289,688,223,7266
2023-02-07,Twitter,image,1436,441,477,4574
2023-07-11,Facebook,video,1459,270,229,5562
2023-06-26,Facebook,image,2172,640,402,5771
2023-08-26,Twitter,image,1691,220,145,7268
2023-07-30,Instagram,text,951,491,495,9977
2023-08-07,Twitter,text,1518,858,256,8541
2023-01-07,Twitter,video,1800,893,408,6408
2023-03-17,Instagram,image,1562,515,488,5537
2023-06-09,Instagram,image,634,357,164,9281
2023-10-06,Twitter,image,1438,425,421,4340
2023-07-01,Instagram,image,1340,789,321,9759
2022-11-15,Instagram,text,870,348,291,7667
2023-01-10,Twitter,image,809,645,491,5626
2023-06-17,Instagram,text,1274,641,163,7537
2023-08-29,Instagram,text,1220,645,420,9408
2023-04-04,Facebook,text,1090,835,323,7643
2023-09-28,Twitter,image,1403,725,215,9987
2023-03-16,NonExistingPlatform,video,1434,317,188,8643
2022-12-02,Facebook,video,2115,364,462,8084
2022-12-31,Twitter,video,459,627,295,7917
2023-02-28,Twitter,image,721,511,483,7982
2023-04-12,Twitter,text,1949,474,143,6995
2023-05-28,Facebook,text,2033,236,178,7315
2023-06-30,Facebook,video,2037,125,140,6852
2023-02-13,Facebook,text,852,771,114,8814
2023-08-09,Instagram,text,1112,591,460,8554
2023-04-04,Twitter,image,1369,167,399,6149
2023-03-15,Twitter,text,448,463,261,4699
2023-02-03,Twitter,video,658,477,259,5505
2023-04-20,Facebook,image,1445,525,419,5527
2023-02-11,Instagram,image,828,741,279,8134
2023-08-12,Facebook,image,997,591,492,7327
2023-07-03,Facebook,image,1467,837,375,8266
2023-07-28,Instagram,text,1749,894,175,8134
2022-11-12,Twitter,image,766,424,162,9857
2023-07-06,Facebook,video,1412,480,423,4495
2022-12-03,Facebook,text,583,842,280,7639
2023-02-20,Instagram,image,1150,508,365,7227
2022-10-22,Twitter,video,1328,805,410,6282
2023-07-18,Facebook,video,1345,308,327,9191
2022-11-18,Twitter,text,1802,704,262,4169
2022-11-16,Instagram,text,1328,726,470,6454
2023-03-28,Twitter,video,1105,413,256,6050
2023-04-22,Instagram,video,1787,821,205,9550
2022-12-15,Instagram,video,1784,792,256,4602
2022-11-19,Instagram,image,1716,549,122,8949
2023-04-28,Instagram,image,1668,337,417,6311
2022-11-04,Twitter,text,1224,351,432,9529
2022-12-03,Instagram,image,771,276,459,6118
2022-11-30,Facebook,text,1563,241,296,9807
2023-04-29,Twitter,text,1190,426,367,6160
2023-05-25,Instagram,text,1696,234,144,8205
2023-10-04,Facebook,video,882,704,495,6932
2023-03-05,Twitter,video,522,258,427,9435
2023-08-28,Instagram,text,2061,698,308,4871
2022-11-25,Instagram,text,1835,434,343,6008
2022-12-04,Twitter,video,981,318,438,6099
2023-01-23,Twitter,image,1387,746,160,7117
2023-07-06,Facebook,video,1339,608,318,6209
2023-10-10,Twitter,video,1598,121,347,6310
2023-04-11,Twitter,video,1554,443,440,6264
2022-10-14,Instagram,text,949,316,217,7760
2023-09-06,Twitter,image,470,399,286,9532
2022-10-23,Facebook,video,1501,320,331,6778
2023-10-12,Instagram,video,1238,899,425,5855
2023-01-30,Instagram,image,1233,372,116,8283
2023-09-29,Twitter,video,1014,762,140,6763
2023-03-27,Facebook,video,1375,125,152,7333
2023-05-03,Instagram,image,2006,223,459,6930
2023-02-14,Twitter,text,643,190,391,4446
2023-07-16,Facebook,video,2123,196,490,5694
2023-08-17,Facebook,video,1959,270,374,9223
2023-05-30,Instagram,text,781,510,230,7305
2023-06-15,Instagram,video,1978,867,377,8922
2022-11-24,Twitter,video,2188,402,266,7059
2023-01-02,Facebook,image,548,437,379,8831
2023-06-05,Facebook,video,1875,479,158,6053
2022-10-15,Twitter,text,2126,580,106,6650
2023-09-03,Instagram,video,1353,NaN,487,7936
2023-08-25,Instagram,text,2147,293,463,4234
2022-11-19,Twitter,image,1580,270,382,9539
2023-05-22,Facebook,image,1767,207,223,7684
2022-10-20,Twitter,video,2146,255,444,9596
2023-03-16,Twitter,video,820,797,228,5961
2023-08-26,Twitter,text,1870,760,168,6891
2023-07-06,Instagram,image,2188,203,314,6051
2023-01-05,Facebook,video,1308,403,499,7651
2023-07-15,Facebook,video,1325,727,473,6011
2023-08-03,Twitter,image,2091,754,366,9838
2022-11-15,Facebook,text,817,575,171,5881
2022-11-18,Facebook,image,1665,894,135,6442
2023-07-08,Twitter,text,469,476,123,8136
2023-06-06,Instagram,text,553,603,271,4905
2022-10-30,Twitter,video,1191,740,166,9044
2023-09-21,Facebook,video,1741,722,273,5333
2023-05-27,Instagram,text,1523,255,289,4888
2022-12-23,Instagram,image,2058,659,438,6003
2023-04-25,Twitter,image,1247,265,108,5087
2023-09-14,Facebook,video,1400,273,445,null
2023-05-26,Instagram,text,639,248,125,4972
2022-12-27,Instagram,video,1343,718,409,8055
2022-10-28,Instagram,image,1212,664,220,6445
2023-09-21,Instagram,video,804,639,289,8483
2023-04-30,Instagram,image,1461,701,228,9742
2023-01-07,Instagram,image,689,123,191,5503
2022-11-16,Facebook,text,1906,852,343,5595
2023-05-20,Instagram,video,543,497,292,8667
2022-12-23,Instagram,image,572,522,458,6665
2023-08-22,Instagram,image,1620,836,279,5653
2023-04-27,Twitter,video,776,333,328,5414
2023-04-16,Twitter,video,2124,840,457,8901
2023-06-22,Twitter,text,1715,482,146,7545
2023-09-20,Facebook,video,2125,172,292,6547
2023-03-07,Twitter,text,954,316,127,4305
2022-11-11,Facebook,text,1807,767,497,5650
2023-08-23,Instagram,image,2078,236,402,4822
2022-12-11,Twitter,video,1241,261,343,4485
2023-06-16,Twitter,text,679,754,329,8253
2023-02-16,Facebook,text,909,900,364,4319
2023-08-27,Instagram,video,1921,450,370,8957
2022-12-26,Twitter,text,873,758,328,4757
2023-07-05,Facebook,text,929,610,394,6636
2023-03-02,Facebook,image,739,594,209,5022
2023-08-07,Facebook,image,612,690,258,5908
2023-05-05,Twitter,text,1135,266,131,7334
2023-03-01,Instagram,image,2035,436,211,8546
2022-10-31,Facebook,video,1947,813,310,5268
2023-02-18,Facebook,text,2053,873,352,4961
2022-12-29,Twitter,text,461,232,211,4413
2023-04-02,Twitter,text,1892,160,232,5363
2023-06-22,Instagram,video,841,764,365,5772
2023-05-26,Twitter,text,881,596,209,8212
2023-01-08,Facebook,image,441,198,152,9682
2023-06-30,Instagram,video,964,864,252,4885
2023-04-29,Instagram,video,1142,856,497,9735
2023-07-11,Twitter,text,537,826,443,6382
2022-11-01,Instagram,text,1471,255,364,5177
2023-06-16,Twitter,video,1901,270,313,7879
2023-02-25,Twitter,video,1906,500,322,9758
2023-04-02,Facebook,video,491,779,344,6413
2023-02-18,Instagram,text,2090,279,172,8290
2023-08-14,Instagram,image,803,874,224,7414
2023-06-24,Facebook,image,856,156,401,9651
2023-01-15,Twitter,image,1614,607,125,7262
2022-11-16,Instagram,video,448,640,185,9981
2022-12-25,Facebook,image,2015,288,149,7264
2023-01-03,Facebook,text,493,664,256,4446
2022-12-22,Facebook,image,1389,417,241,5477
2023-03-05,Instagram,video,695,600,426,5704
2023-10-07,Instagram,image,1872,243,257,9742
2023-02-07,Twitter,image,713,433,491,4144
2023-01-18,Instagram,text,1270,119,281,4046
2022-12-18,Twitter,text,1028,511,230,4993
2023-01-12,Twitter,text,1006,471,153,5020
2022-10-15,Facebook,image,2104,640,263,4077
2023-05-18,Twitter,image,680,793,275,9406
2023-04-27,Instagram,video,1693,131,426,7912
2023-03-13,Twitter,image,2010,210,316,9257
2022-11-13,Facebook,video,1813,584,497,6216
2023-06-01,Twitter,text,2004,277,140,4937
2023-10-07,Instagram,text,1791,232,278,6632
2023-08-26,Instagram,text,1898,375,276,9633
2023-08-26,Facebook,text,859,377,268,6210
2023-03-24,Twitter,image,1451,482,460,5459
2023-01-27,Facebook,image,1264,350,377,5420
2023-05-31,Twitter,text,677,442,468,9630
2022-12-12,Instagram,video,786,353,358,6863
2023-08-21,Facebook,text,963,851,163,NaN
2023-04-30,Instagram,text,1852,309,292,6033
2023-04-07,Twitter,video,1093,287,439,9508
2023-05-06,Twitter,image,1099,699,402,4673
2023-06-08,Facebook,text,1527,304,263,9426
2023-07-05,Facebook,image,1257,785,374,7472
2023-05-16,Twitter,video,919,700,315,4533
2023-01-03,Instagram,image,1873,143,140,5396
2023-05-20,Instagram,image,745,579,482,7885
2023-02-18,Twitter,image,661,487,224,7764
2023-01-22,Twitter,image,1444,674,397,8964
2023-08-15,Facebook,video,766,620,320,7599
2023-06-06,Twitter,video,617,459,377,4457
2023-06-09,Instagram,image,1849,845,299,5381
2022-11-02,Facebook,text,1155,417,327,7616
2023-07-11,Twitter,image,2131,126,164,6900
2023-08-11,Instagram,image,597,437,198,4401
2023-01-01,Instagram,image,445,360,189,4728
2023-09-06,Twitter,text,1661,893,103,9686
2023-07-24,Twitter,image,1418,699,490,8021
2023-03-01,Twitter,video,1705,706,334,6055
2022-12-16,Facebook,image,1957,136,119,5049
2023-02-02,Twitter,image,1216,159,264,7518
2023-10-01,Instagram,image,505,565,441,5595
2023-06-11,Facebook,text,1632,814,200,5603
2023-03-22,Instagram,image,689,206,103,7587
2023-01-15,Instagram,image,1969,184,260,8248
2023-09-19,Instagram,video,1504,888,391,5782
2023-05-13,Instagram,video,1788,728,359,4646
2023-02-16,Instagram,image,1644,100,289,8326
2023-01-19,Facebook,image,1783,673,343,9623
2023-07-04,Twitter,video,818,236,272,6186
2023-07-31,Instagram,video,2159,127,268,8632
2022-11-20,Twitter,text,867,628,337,7523
2023-08-10,Twitter,image,1108,364,413,7293
2023-06-02,Facebook,text,1008,616,367,9745
2023-08-04,Facebook,text,1594,869,302,4408
2022-12-01,Instagram,text,1242,683,125,4886
2023-10-13,Instagram,text,2063,123,319,8101
2023-07-21,Instagram,video,851,464,113,6949
2023-03-07,Instagram,video,742,896,153,7160
2023-07-19,Facebook,text,1382,568,159,4805
2023-03-05,Instagram,video,2199,759,286,8065
2023-08-22,Instagram,image,796,539,337,5083
2023-09-29,Instagram,text,833,730,203,9008
2023-05-12,Twitter,image,1660,530,291,9762
2023-02-01,Twitter,image,625,490,390,7689
2022-12-25,Facebook,image,1541,491,388,7509
2023-08-08,Instagram,video,1971,634,174,4807
2023-03-18,Instagram,video,1184,494,266,4328
2022-12-13,Twitter,video,2021,107,490,8040
2022-11-13,Instagram,image,2166,254,342,4229
2023-05-10,Facebook,video,1012,716,397,9145
2023-01-29,Instagram,image,588,507,436,4252
2023-09-23,Facebook,image,1146,175,220,8399
2023-08-18,Facebook,image,437,439,277,9563
2023-10-13,Twitter,text,2136,378,435,4415
2023-04-18,Instagram,text,461,500,414,5582
2023-03-21,Instagram,image,1742,275,348,7532
2023-02-13,Facebook,image,2098,739,277,8474
2023-09-04,Twitter,text,542,192,499,8471
2023-06-15,Twitter,text,2056,110,357,8059
2022-11-14,Facebook,text,2105,899,290,6528
2023-09-26,Twitter,image,1177,383,130,4470
2023-09-17,Facebook,video,814,125,388,6239
2023-09-01,Twitter,image,1381,581,410,9339
2023-05-26,Instagram,video,565,452,388,9033
2022-11-06,Facebook,video,1322,646,204,9782
2023-01-28,Twitter,text,1612,269,115,5248
2023-04-26,Twitter,image,1351,638,233,8382
2023-03-31,Twitter,video,1312,873,412,7282
2023-09-18,Instagram,image,1626,871,225,8820
2023-04-03,Twitter,text,1683,403,178,9714
2023-01-10,Instagram,image,1961,514,170,5459
2023-07-22,Instagram,text,1526,788,388,7525
2022-11-16,Facebook,text,1996,795,142,7884
2023-01-31,Facebook,video,747,595,140,6843
2023-06-02,Twitter,text,1869,267,329,5248
2023-01-03,Facebook,video,891,280,163,NaN
2023-04-15,Twitter,video,1715,426,211,9412
2023-01-08,Facebook,video,1505,360,384,9624
2023-07-10,Facebook,image,997,832,280,7226
2023-06-23,Facebook,video,511,421,386,8620
2023-10-04,Instagram,video,1110,159,269,8156
2023-10-08,Twitter,image,1490,175,363,7006
2023-06-02,Facebook,video,2173,395,412,6407
2023-04-01,Facebook,video,817,676,143,4845
2022-10-28,Twitter,video,915,387,485,7739
2023-09-20,Facebook,video,1445,129,170,8095
2023-04-17,Instagram,text,2037,454,202,8749
2023-03-27,Twitter,video,1998,808,487,9758
2022-12-20,Instagram,video,1418,678,309,4145
2023-03-15,Twitter,video,776,696,498,8442
2023-07-12,Facebook,video,894,240,213,8424
2023-04-27,Twitter,text,1557,425,114,4263
2023-09-11,Instagram,text,887,715,125,8776
2022-10-30,Instagram,video,1968,540,444,5172
2023-07-07,Twitter,video,1063,471,462,5551
2023-07-23,Twitter,image,881,250,300,5529
2023-04-26,Instagram,text,1592,146,490,4950
2022-10-17,Instagram,video,1307,328,415,9355
2023-03-07,Facebook,image,1361,547,478,4917
2023-08-08,Twitter,video,1028,636,500,4046
2023-04-20,Instagram,image,1740,850,416,7633
2023-07-12,Twitter,text,1071,357,256,5541
2023-09-21,Instagram,video,851,262,126,4578
2022-12-22,Instagram,image,2169,107,480,6470
2023-07-17,Twitter,video,1344,455,277,4830
2023-01-23,Facebook,text,2041,504,480,7333
2023-04-06,Twitter,text,2123,738,172,4634
2023-10-01,Instagram,image,1044,468,117,9346
2023-01-18,Twitter,text,857,191,254,8912
2023-08-15,Instagram,text,1439,194,191,7362
2023-06-08,Instagram,video,1442,411,405,5725
2022-11-21,Twitter,text,1814,754,185,4043
2023-03-03,Instagram,image,1189,273,451,6330
2023-09-11,Facebook,image,1910,678,173,5775
2022-11-16,Facebook,text,974,367,253,4112
2022-10-25,NonExistingPlatform,video,1876,883,249,5583
2023-03-02,Facebook,image,694,561,292,5978
2022-10-18,Facebook,video,970,297,429,4430
2023-06-22,Facebook,video,2142,110,110,4779
2023-10-06,Instagram,image,2045,682,194,5364
2022-11-21,Instagram,text,630,532,null,8841
2023-04-12,Twitter,video,1596,734,263,4299
2022-11-15,Instagram,text,1549,809,457,5942
2023-02-28,Facebook,text,657,146,416,8187
